MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-00513-7503,1390-R1,19 WEST HOUSTON STREET,1,10012,40.725847,-73.997731,2,1,49,"1,086,552","1,005,137,503",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,32,"2,003","56,800","2,385,600",42,"12,000,004",211,1-00508-0025,65 EAST HOUSTON STREET,LITTLE ITALY,D9-ELEVATOR,163,"1,991","92,088","4,090,844",44.4,"20,500,000",223,0.25,1-00521-0001,298 MULBERRY STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,100,"1,986","86,746","4,543,562",52,"22,800,000",263,0.2
1-00514-7505,1404-R1,160 WOOSTER STREET,1,10012,40.726149,-73.999441,2,1,49,"1,086,553","1,005,147,505",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,15,"2,003","41,314","1,528,618",37,"7,669,999",186,1-00508-0025,65 EAST HOUSTON STREET,LITTLE ITALY,D9-ELEVATOR,163,"1,991","92,088","4,090,844",44.4,"20,500,000",223,0.3,1-00495-0022,249 MULBERRY STREET,LITTLE ITALY,D9-ELEVATOR,76,"1,986","41,182","2,144,994",52,"10,800,000",262,0.25
1-00515-7501,1633-R1,139 WOOSTER STREET,1,10012,40.72577,-73.999784,2,1,49,"1,087,530","1,005,157,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,16,"2,006","38,591","1,620,822",42,"8,129,995",211,1-00508-0025,65 EAST HOUSTON STREET,LITTLE ITALY,D9-ELEVATOR,163,"1,991","92,088","4,090,844",44.4,"20,500,000",223,0.35,1-00521-0001,298 MULBERRY STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,100,"1,986","86,746","4,543,562",52,"22,800,000",263,0.3
1-00517-7501,736-R1,131 THOMPSON STREET,1,10012,40.726519,-74.001281,2,3,49,"1,008,052","1,005,177,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R9-CONDOPS,38,"1,950","20,826","520,650",25,"2,200,000",106,1-00527-0027,10 DOWNING STREET,GREENWICH VILLAGE-WEST,D9-ELEVATOR,137,"1,940","118,467","3,670,000",31,"17,600,000",149,0.15,1-00504-0031,112 SULLIVAN STREET,SOHO,D1-ELEVATOR,60,"1,920","38,880","1,049,470",27,"5,030,000",129,0.1
1-00518-7502,670-R1,199 PRINCE STREET,1,10012,40.726709,-74.002756,2,3,49,"1,008,081","1,005,187,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R2-WALK-UP,27,"1,900","13,020","325,500",25,"1,410,007",108,1-00501-0006,423 WEST BROADWAY,SOHO,D7-ELEVATOR,28,"1,910","20,670","966,506",46.8,"4,850,000",235,0.15,1-00465-0055,145 2 AVENUE,EAST VILLAGE,D9-ELEVATOR,27,"1,920","25,340","1,103,234",43.5,"5,530,000",218,0.75
1-00518-7504,1093-R1,195 PRINCE STREET,1,10012,40.726648,-74.002637,2,3,49,"1,008,080","1,005,187,504",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R2-WALK-UP,15,"1,920","6,013","150,325",25,"652,998",109,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,"1,926","21,679","629,218",29,"3,010,000",139,0.3,1-00588-0051,106 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,D7-ELEVATOR,34,"1,929","20,490","500,796",24.44,"2,170,000",106,0.4
1-00520-7501,66-R1,27 KING STREET,1,10014,40.727754,-74.004012,2,3,37,"1,008,142","1,005,207,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,38,"1,900","33,383","901,341",27,"4,320,001",129,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,"1,926","21,679","629,218",29,"3,010,000",139,0.25,1-00540-0028,220 SULLIVAN STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,36,"1,900","15,215","710,000",46.7,"3,560,000",234,0.25
1-00521-7501,630-R1,306 MOTT STREET,1,10012,40.725117,-73.993982,2,1,"5,502","1,066,782","1,005,217,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,18,"1,988","9,514","332,990",35,"1,599,997",168,1-00563-0026,40 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,25,"1,900","24,198","939,959",38.8,"4,710,000",195,0.55,1-00572-0062,39 WEST 8 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,37,"1,923","16,777","760,605",45.3,"3,810,000",227,0.6
1-00522-7501,348-R1,54 BLEECKER STREET,1,10012,40.726003,-73.994816,2,1,"5,502","1,008,223","1,005,227,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,11,"1,910","31,039","807,014",26,"3,500,001",113,1-00508-0025,65 EAST HOUSTON STREET,LITTLE ITALY,D9-ELEVATOR,163,"1,991","92,088","4,090,844",44.4,"20,500,000",223,0.15,1-00558-0010,127 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,49,"1,930","37,299","1,735,178",46.5,"8,700,000",233,0.6
1-00525-7501,150-R1,156 BLEECKER STREET,1,10012,40.728474,-73.999798,2,3,65,"1,083,503","1,005,257,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,190,"1,910","132,000","3,346,200",25.4,"14,100,000",107,1-00481-0001,400 CLEVELAND PLACE,LITTLE ITALY,D6-ELEVATOR,113,"1,913","173,838","4,521,815",26,"19,600,000",113,0.5,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,"1,991","187,368","7,268,496",38.8,"36,500,000",195,0.4
1-00525-7502,212-R1,496 LA GUARDIA PLACE,1,10012,40.727362,-73.999567,2,1,65,"1,008,281","1,005,257,502",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,11,"1,910","6,670","180,000",27,"862,000",129,1-00525-0002,173 SULLIVAN STREET,GREENWICH VILLAGE-CENTRAL,C1-WALK-UP,20,"1,900","9,625","290,472",30.2,"1,390,000",144,0.05,1-00525-0027,112 WEST HOUSTON STREET,GREENWICH VILLAGE-CENTRAL,C4-WALK-UP,20,"1,900","10,816","308,948",28.6,"1,480,000",137,0.05
1-00525-7503,646-R1,177 THOMPSON STREET,1,10012,40.727809,-74.000206,2,3,65,"1,008,250","1,005,257,503",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,54,"1,958","23,688","604,044",25.5,"2,770,000",117,1-00504-0031,112 SULLIVAN STREET,SOHO,D1-ELEVATOR,60,"1,920","38,880","1,049,470",27,"5,030,000",129,0.2,1-00508-0046,17 PRINCE STREET,LITTLE ITALY,C7-WALK-UP,17,"1,914","8,652","402,983",46.6,"2,020,000",233,0.45
1-00525-7506,1685-R1,184 THOMPSON STREET,1,10012,40.727988,-74.000032,2,1,65,"1,008,266","1,005,257,506",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,144,"1,910","85,234","2,557,020",30,"12,199,995",143,1-00508-0025,65 EAST HOUSTON STREET,LITTLE ITALY,D9-ELEVATOR,163,"1,991","92,088","4,090,844",44.4,"20,500,000",223,0.4,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,"1,991","187,368","7,268,496",38.8,"36,500,000",195,0.35
1-00528-7501,426-R1,63 DOWNING STREET,1,10014,40.729025,-74.004734,2,3,67,"1,066,793","1,005,287,501",West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,32,"1,986","35,225","1,056,750",30,"5,060,000",144,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,"1,991","187,368","7,268,496",38.8,"36,500,000",195,0.65,1-00572-0062,39 WEST 8 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,37,"1,923","16,777","760,605",45.3,"3,810,000",227,0.45
1-00528-7502,495-R1,3 BEDFORD STREET,1,10014,40.728839,-74.003381,2,3,67,"1,066,827","1,005,287,502",West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,12,"1,986","15,990","479,700",30,"2,299,999",144,1-00572-0062,39 WEST 8 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,37,"1,923","16,777","760,605",45.3,"3,810,000",227,0.45,1-00563-0026,40 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,25,"1,900","24,198","939,959",38.8,"4,710,000",195,0.7
1-00529-7502,494-R1,7 BOND STREET,1,10012,40.726796,-73.994465,2,1,"5,502","1,066,841","1,005,297,502",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,20,"1,904","24,630","735,000",29.8,"3,519,996",143,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.4,1-00501-0006,423 WEST BROADWAY,SOHO,D7-ELEVATOR,28,"1,910","20,670","966,506",46.8,"4,850,000",235,0.35
1-00529-7504,631-R1,1 BOND STREET,1,10012,40.726887,-73.994646,2,1,"5,502","1,008,423","1,005,297,504",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,21,"1,900","41,990","1,133,730",27,"5,430,002",129,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.4,1-00504-0031,112 SULLIVAN STREET,SOHO,D1-ELEVATOR,60,"1,920","38,880","1,049,470",27,"5,030,000",129,0.4
1-00530-7505,1721-R1,40 BOND STREET,1,10012,40.726165,-73.993127,2,1,"5,502","1,008,495","1,005,307,505",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,26,"2,006","85,000","3,570,000",42,"17,900,002",211,1-00521-0001,298 MULBERRY STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,100,"1,986","86,746","4,543,562",52,"22,800,000",263,0.1,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.25
1-00531-7501,70-R1,692 BROADWAY,1,10012,40.728237,-73.994386,2,1,"5,502","1,008,529","1,005,317,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,56,"1,912","92,500","3,052,500",33,"14,600,004",158,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.35,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,"1,991","187,368","7,268,496",38.8,"36,500,000",195,0.2
1-00535-7501,295-R1,14 WEST 4 STREET,1,10012,40.728745,-73.994945,2,1,"5,501","1,008,629","1,005,357,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,273,"1,908","290,492","9,586,236",33,"43,900,000",151,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.3,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,"1,991","187,368","7,268,496",38.8,"36,500,000",195,0.25
1-00540-7501,567-R1,173 BLEECKER STREET,1,10012,40.728891,-74.00061,2,1,65,"1,076,067","1,005,407,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,18,"1,900","15,744","409,344",26,"1,870,000",119,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.05,1-00504-0031,112 SULLIVAN STREET,SOHO,D1-ELEVATOR,60,"1,920","38,880","1,049,470",27,"5,030,000",129,0.3
1-00542-7501,484-R1,205 BLEECKER STREET,1,10012,40.729377,-74.001606,2,1,65,"1,066,879","1,005,427,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,24,"1,928","17,842","465,000",26.1,"2,130,000",119,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.05,1-00504-0031,112 SULLIVAN STREET,SOHO,D1-ELEVATOR,60,"1,920","38,880","1,049,470",27,"5,030,000",129,0.25
1-00542-7502,644-R1,189 BLEECKER STREET,1,10012,40.729248,-74.001339,2,1,65,"1,084,932","1,005,427,502",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,40,"1,900","22,777","630,000",27.7,"2,880,000",126,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.05,1-00545-0046,416 LAFAYETTE STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,41,"1,910","27,612","778,000",28.2,"3,730,000",135,0.45
1-00544-7501,2004-R1,56 COOPER SQUARE,1,10003,40.728899,-73.991023,2,2,57,"1,008,776","1,005,447,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,25,"1,920","88,353","3,401,590",38.5,"17,099,999",194,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,"1,991","187,368","7,268,496",38.8,"36,500,000",195,0.25,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.1
1-00544-7502,1496-R1,443 LAFAYETTE STREET,1,10003,40.729365,-73.991846,2,2,57,"1,087,152","1,005,447,502",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,39,"2,004","116,535","4,894,470",42,"23,300,000",200,1-00548-0070,300 MERCER STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,491,"1,976","455,959","21,214,556",46.5,"106,000,000",232,0.15,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.1
1-00545-7503,1341-R1,21 ASTOR PLACE,1,10003,40.729991,-73.992221,2,2,57,"1,008,807","1,005,457,503",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,50,"1,930","96,566","2,666,665",27.6,"12,800,002",133,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.15,1-00572-0062,39 WEST 8 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,37,"1,923","16,777","760,605",45.3,"3,810,000",227,0.35
1-00548-7501,797-R1,60 EAST 8 STREET,1,10003,40.730886,-73.99313,2,1,57,"1,080,855","1,005,487,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,390,"1,965","445,151","15,580,285",35,"74,000,000",166,1-00548-0070,300 MERCER STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,491,"1,976","455,959","21,214,556",46.5,"106,000,000",232,0,1-00577-0010,58 WEST 14 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,23,"1,906","37,810","1,696,562",44.9,"8,510,000",225,0.45
1-00552-7501,349-R1,360 6 AVENUE,1,10011,40.732451,-74.000401,2,1,65,"1,008,904","1,005,527,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,28,"1,986","43,106","1,150,000",26.7,"4,989,995",116,1-00525-0027,112 WEST HOUSTON STREET,GREENWICH VILLAGE-CENTRAL,C4-WALK-UP,20,"1,900","10,816","308,948",28.6,"1,480,000",137,0.3,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,"1,926","21,679","629,218",29,"3,010,000",139,0.2
1-00552-7504,1660-R1,88 WEST WASHINGTON PLACE,1,10011,40.73211,-74.000112,2,1,65,"1,008,869","1,005,527,504",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,28,"1,966","32,116","1,100,000",34.3,"5,269,992",164,1-00532-0030,81 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,43,"1,900","26,382","1,273,240",48.3,"6,390,000",242,0.35,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,"1,970","23,353","843,587",36.1,"4,230,000",181,0.4
1-00556-7501,330-R1,10430 EAST 12 STREET,1,,,,,,,,,,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,11,"1,905","28,385","777,376",27.4,"3,720,003",131,1-00567-0005,29 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,17,"1,920","16,247","515,000",31.7,"2,470,000",152,0.3,1-00572-0008,416 6 AVENUE,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,32,"1,900","20,893","960,000",45.9,"4,810,000",230,0.45
1-00557-7501,39-R1,806 BROADWAY,1,10003,40.732563,-73.991243,2,2,61,"1,009,006","1,005,577,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,65,"1,900","83,089","2,201,858",26.5,"10,100,000",122,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.55,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,"1,970","23,353","843,587",36.1,"4,230,000",181,0.1
1-00558-7501,210-R1,114 EAST 13 STREET,1,10003,40.733287,-73.989327,3,2,42,"1,009,030","1,005,587,501",East Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,41,"1,985","56,483","1,638,000",29,"7,850,001",139,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.25,,,,,,,,,,,,
1-00558-7502,446-R1,115 4 AVENUE,1,10003,40.73292,-73.989984,3,2,42,"1,066,890","1,005,587,502",East Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,70,"1,905","90,082","2,522,296",28,"12,099,998",134,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,"1,959","59,299","1,600,000",27,"7,660,000",129,0.25,1-00563-0026,40 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,25,"1,900","24,198","939,959",38.8,"4,710,000",195,0.2
1-00558-7503,684-R1,125 EAST 12 STREET,1,10003,40.732511,-73.989421,3,2,42,"1,009,014","1,005,587,503",East Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,44,"1,988","57,042","1,654,218",29,"7,920,000",139,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.65,1-00552-0036,149 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,28,"1,900","13,025","547,726",42.1,"2,750,000",211,0.6
1-00559-7501,1742-R1,108 3 AVENUE,1,10003,40.732766,-73.987577,3,2,42,"1,087,620","1,005,597,501",East Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,84,"2,006","100,500","4,422,000",44,"22,200,001",221,1-00565-9021,842 BROADWAY,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,240,"1,996","208,961","11,640,441",56,"58,400,000",279,0.1,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.3
1-00560-7501,306-R1,21 UNIVERSITY PLACE,1,10003,40.731677,-73.994707,2,2,59,"1,009,090","1,005,607,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,145,"1,955","136,098","3,606,597",26.5,"16,500,000",121,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.4,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,"1,970","23,353","843,587",36.1,"4,230,000",181,0.15
1-00560-7502,304-R1,40 EAST 9 STREET,1,10003,40.731808,-73.993473,2,2,59,"1,009,091","1,005,607,502",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,150,"1,959","160,209","4,646,061",29,"21,300,000",133,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,"1,964","184,645","8,330,000",45.1,"41,800,000",226,0.3,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.1
1-00560-7503,303-R1,60 EAST 9 STREET,1,10003,40.731476,-73.992679,2,2,59,"1,009,092","1,005,607,503",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,213,"1,954","140,370","3,789,990",27,"17,400,000",124,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","618,000",29.6,"2,960,000",142,0.4,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,"1,970","23,353","843,587",36.1,"4,230,000",181,0.15
1-00561-7501,787-R1,63 EAST 9 STREET,1,10003,40.731424,-73.992509,2,2,59,"1,009,099","1,005,617,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,229,"1,955","209,785","5,873,980",28,"26,900,000",128,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,"1,964","184,645","8,330,000",45.1,"41,800,000",226,0.25,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.15
1-00563-7501,298-R1,44 EAST 12 STREET,1,10003,40.733584,-73.992015,2,2,61,"1,009,143","1,005,637,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,44,"1,985","43,542","1,306,260",30,"6,260,001",144,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.05,1-00572-0026,24 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,50,"1,923","46,137","1,822,797",39.5,"9,140,000",198,0.3
1-00567-7501,1177-R1,23 5 AVENUE,1,10003,40.732934,-73.995843,2,2,59,"1,009,224","1,005,677,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,96,"1,921","81,875","3,025,330",37,"15,200,020",186,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,"1,964","184,645","8,330,000",45.1,"41,800,000",226,0.35,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,"1,909","147,773","7,431,981",50,"37,300,000",252,0.25
1-00569-7501,154-R1,10 EAST 12 STREET,1,10003,40.734413,-73.993985,2,2,61,"1,009,294","1,005,697,501",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,27,"1,907","66,739","1,735,214",26,"7,530,002",113,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,"1,910","19,545","574,087",29.4,"2,750,000",141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.1
1-00569-7502,205-R1,8 EAST 12 STREET,1,10003,40.734449,-73.994072,2,2,61,"1,009,321","1,005,697,502",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,12,"1,908","28,097","744,570",26.5,"3,230,000",115,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,"1,910","19,545","574,087",29.4,"2,750,000",141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.1
1-00569-7503,248-R1,16 EAST 12 STREET,1,10003,40.734309,-73.993736,2,2,61,"1,009,333","1,005,697,503",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,37,"1,910","52,493","1,416,311",27,"6,780,002",129,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,"1,910","19,545","574,087",29.4,"2,750,000",141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,596,000",35.1,"7,640,000",168,0.1
